,date,text
829,2023-10-11,"""Should not forget the cause of the Palestinian people & the two state solution, even as we unequivocally condemn the terror attack on Israel"", says Congress MP and Former MoS @ShashiTharoor"
830,2023-10-11,#TCS reports a decline in $ revenue for the first time since Q1FY21 (in 13 quarters)
831,2023-10-11,Pricol partners with Heilongjiang Tianyouwei Electronics Co Ltd (#TYW) for advanced technologies in Driver Information System Solutions
832,2023-10-11,"Delta Corp Q2 | #2QWithCNBCTV18

Net Profit up 1.6% At Rs69.4 Cr Vs Rs68.3 Cr (YoY)

Revenue up 0.2% At Rs270.6 Cr vs Rs270 Cr (YoY)

EBITDA down 0.1% At Rs100.3 Cr Vs Rs100.4 Cr (YoY)

Margin At 37.1% Vs 37.2% (YoY"
833,2023-10-13,SJVN gets LoA for a 100 MW solar power project worth Rs 600 cr in Rajasthan
834,2023-10-13,Strides Pharma promoter creates pledge on 67.43 lakh shares (7.47% equity) on Oct 9
835,2023-10-13,#ForbesIndiaRichList 2023: #MukeshAmbani reclaims top spot. The cumulative wealth of India's 100 Richest individuals remained steady at $799 billion for the year
836,2023-10-13,"STL collaborates with Hygenco, a green hydrogen solutions provider, for the supply of Green Hydrogen to its manufacturing plants"
837,2023-10-13,KP Energy bags order for development of 23.1MW wind-solar hybrid power project from Aditya Birla Renewables Energy
838,2023-10-13,"LIFE INSURANCE: Premium Vs Policy Growth 

MAX LIFE 
Sep Prem +24% Vs Policy +28%
H1 Prem +27% Vs Policy +21%

HDFC LIFE 
Sep Prem +8% Vs Policy +26%
H1 Prem +15% Vs Policy +26%

I-PRU LIFE 
Sep Prem -2.4% Vs Policy +0.5%
H1 Prem -1% Vs Policy +0.3"
839,2023-10-13,"#JustIn | #Mphasis announces digital partnership with ICC for Men’s Cricket World Cup 2023

#ICCCricketWorldCup23"
840,2023-10-13,"HDFC AMC reports #Q2 earnings

▶️ Net profit up 20% at ₹436.5 cr vs ₹363.8 cr (YoY)

▶️ Revenue up 18.1% at ₹643.1 cr vs ₹544.7 cr (YoY)"
841,2023-10-13,"HDFC AMC reports #Q2 earnings

-Net Profit down 8.6% at ₹436.5 Cr vs ₹477.4 Cr (QoQ)
-Revenue up 11.9% at ₹643.1 Cr vs ₹574.5 Cr (QoQ)"
842,2023-10-13,"🛢️OPEC keeps growth view for #oil demand in 2023 unchanged at 2.4 m bpd

🛢️OPEC keeps growth view for oil demand in 2024 unchanged at 2.2 m bpd

🛢️OPEC ups growth view for non-OPEC oil supply in 2023 to 1.7 m bpd

🛢️OPEC raises 2023 non-#OPEC oil supply growth view by 100,000 bpd"
843,2023-10-13,RBI imposes Rs 5.39 cr penalty on Paytm Payments Bank for non-compliance with KYC norms
844,2023-10-13,"DGCA Sep Data  | IndiGo continues to lead with 63.4% market share followed by Vistara at 10%

Air India's market share at 9.8%, Air Asia 6.7%. Air India group's combined market share at 26.2%

SpiceJet's market share 4.4%, Akasa's 4.2%"
845,2023-10-13,"IRB Infra: Executes definitive agreements to implement Samakhiyali Santalpur BOT project

Total project cost Rs 2,092 cr"
846,2023-10-13,"#BankofBaroda admits unauthorised linking of mobile numbers to bank accounts for bob World app, sources say"
847,2023-10-13,Landmark Cars receives a letter of intent from MG Motor for the opening of a dealership in Goa
848,2023-10-13,".@MCXIndialtd says trading on Monday, October 16 will start at 10:45 am instead of 9 am, the change in time is applicable only for Monday, October 16

CNBC-TV18 alert: On October 16, MCX is shifting to new trading software"
849,2023-10-13,Supreme Court defers #Adani-#Hindenburg case till October 20
850,2023-10-13,"Sai Silks Apr-June qtr earnings

▶️Net Profit down 41% at ₹16.8 Cr vs ₹28.6 Cr (YoY)
▶️Revenue up 10% at ₹305 Cr vs ₹340 Cr (YoY)
▶️EBITDA down 20% at ₹45 Cr vs ₹56 Cr (YoY)
▶️Margin At 14.6% vs 16.5% (YoY)"
851,2023-10-13,"#2QWithCNBCTV18 |  #2QWithCNBCTV18 | HDFC Life reports Q2 earnings

▶️ Cons net profit up 14.9% at ₹378 cr vs ₹329 cr (YoY) 

▶️ Solvency ratio at 194% vs 210% (YoY)

▶️ Value Of New Biz up 4% At ₹801 Cr Vs ₹770 Cr (YoY)

▶️ VNB margin at 26.4% vs 27.1% (YoY)

▶️ India embedded value up 19% at ₹42,908 cr vs ₹36,016 cr (YoY)"
852,2023-10-13,"Ashok Leyland bags order for 1,666 buses from Tamil Nadu State Transport"
853,2023-10-15,Bajaj Electricals gets a service order worth Rs 564.20 crore from Power Grid Corporation
854,2023-10-15,"Tata Steel Long Products reports Q2 earnings 

- Net loss at Rs 135.8 cr vs loss of Rs 333.4 cr (YoY)

- Revenue down 9.4% at Rs 1,734 cr vs Rs 1,913.9 cr (YoY)"
855,2023-10-15,#IKEA plans to double its business and sourcing in #India: Deputy CEO and CFO Juvencio Maeztu
856,2023-10-15,Tata Motors to sell 9.9% stake in Tata Technologies to TPG ahead of IPO
857,2023-10-15,"Export duty on parboiled rice extended up to March 31, 2024"
858,2023-10-15,"Globally we are on the same page, says FM @nsitharaman as #G20 adopts a roadmap on crypto assets"
859,2023-10-15,"Reuters #journalist killed in Israeli artillery strike on Lebanon border

#IsraelPalestineConflict #IsraelHamasConflict"
860,2023-10-15,"#GST Classification Conundrum! ‘whether flavored milk be classified as milk (at 5%) or as a beverage (at 12%), whether samosas belong to the category of namkeen (5%) or under residual entry (18%), whether parathas be classified as roti & attract a lower GST rate"
861,2023-10-15,"#NHPC expects loss/damage of Rs 788 cr caused by flash floods at Teesta basin, of which material damage is at Rs 297 cr & business loss of Rs 491 cr

Assets & biz interruption loss of power station is insured under mega insurance policy"
862,2023-10-15,"#AdaniEnt says, Min Of Corp Affairs has initiated an investigation on accounts of its two #Mumbai airports, Mumbai International Airport & Navi Mumbai International Airport

Adani Ent adds docs being sought by MCA are pertaining to the period starting from 2017-18 to 2021-22"
863,2023-10-15,"""The more we learned about the attack, the more horrifying it becomes. More than 1,000 innocent lives lost, including at least 27 Americans,"" #Biden said."
864,2023-10-15,"Avenue Supermarts Q2 | #2QWithCNBCTV18 

🛒 Net profit down 9.1% at Rs 623.4 cr Vs Rs 685.7 cr (YoY)

🛒Revenue up 18.7% at Rs 12,624.4 cr Vs Rs 10,638.3 cr (YoY)

🛒EBITDA up 12.7% at Rs 1005 cr Vs Rs 892 cr (YoY)

🛒EBITDA margin at 8% Vs 8.4% (YoY"
865,2023-10-15,Saudi Arabia pauses talks on normalisation with #Israel: Sources to AFP
866,2023-10-16,"Anant Raj commences two new projects in South Delhi & Tirupati, Andhra Pradesh"
867,2023-10-16,"Kalpataru Power bags new orders worth ₹2,217 cr"
868,2023-10-16,Venus Remedies gets marketing nod for six chemotherapy drugs from Philippines
869,2023-10-16,"J Kumar Infra bags letter of award for Rs 99.3 cr from MMRDA, for Design, Supply, Fabrication and Erection of pre-engineering building structural steel works and execution of internal & extenral architectural finishings, plumbing works including interior fitouts for 5 elevated stations"
870,2023-10-16,BLS International Services signs an exclusive global visa outsourcing contract for Slovakia
871,2023-10-16,"MCX starts trading session on new software platform

⭕️Brokers say trading on new software platform so far has been without glitches

⭕️Alert: MCX had announced shifting to new platform from today"
872,2023-10-16,"FederalBank reports #Q2 earnings.

▶️Provisions at ₹43.9 cr vs ₹267.9 cr YoY & vs ₹155.6 cr QoQ
▶️Slippages at ₹373 cr vs ₹501 cr (QoQ)
▶️Net Interest Margin at 3.16% vs 3.15% (QoQ)"
873,2023-10-16,"Yatra Online Apr-June quarter Earnings (YoY)
Net profit up 1.7%  at Rs 5.9 cr
Revenue up 24% at Rs 110.1 cr
EBTIDA up 34.4% at Rs 15.9 cr
Margin at 14.4% Vs 13.3%"
874,2023-10-16,"Karur Vysya Bank reports #Q2 earnings. 

▶️Net profit up 48.2%  at ₹511.5 cr vs ₹345.1 cr (YoY)
▶️NII up 11.4% at ₹915.4 cr vs ₹821.4 cr (YoY)

▶️Gross NPA 1.73% vs 1.99% (QoQ)
▶️Net NPA at 0.47% vs 0.59% (QoQ)
▶️Provisions at ₹126.4 cr vs ₹159.4 cr (QoQ) & vs ₹227.2 cr (YoY)"
875,2023-10-16,"Bank of Maharashtra reports #Q2 earnings

▶️ Net profit up 72% at ₹919.8 cr vs ₹535 cr (YoY)

▶️ NII up 28.9% at ₹2,432 cr vs ₹1,887 cr (YoY)

▶️ Gross NPA at 2.19% vs 2.28% (QoQ)

▶️ Net NPA at 0.23% vs 0.24% (QoQ)

▶️ Gross NPA at ₹4,017 cr vs ₹4,006.7 cr (QoQ)

▶️ Net NPA at ₹410.5 cr vs ₹414 cr (QoQ)"
876,2023-10-16,SpiceJet (@flyspicejet) & lessor Engine Lease Finance Corp Aviation agree to settle dispute
877,2023-10-16,"Choice International reports #Q2 earnings

▶️ Net profit at ₹29.9 cr vs ₹8 cr (YoY)

▶️ Revenue at ₹191 cr vs ₹76.7 cr (YoY)

▶️ EBITDA at ₹48.6 cr vs  ₹15.5 cr (YoY)

▶️ Margin at 25.4% vs 20.2% (YoY)"
878,2023-10-16,"NELCO reports #Q2 earnings. 

▶️Net profit up 26.7% at ₹5.7 cr vs ₹5 cr (YoY)
▶️Revenue up 1.6% at ₹76.6 cr vs ₹75.4 cr (YoY)
▶️EBITDA down 2.1% at ₹13.9 cr vs ₹14.2 cr (YoY)
▶️Margin at 18.1% vs 18.8% (YoY)"
879,2023-10-16,"Tinplate reports #Q2 earnings

▶️ Net loss at Rs 2.3 cr vs loss of Rs 35.1 cr (YoY)

▶️ Revenue down 2% at Rs 942 cr vs Rs 960 cr  (YoY)

▶️ EBITDA loss at Rs 1 cr vs loss of Rs 40 cr  (YoY)"
880,2023-10-16,"Byju’s says it will file its financial results this week

This will be the co's financial results for the year through March 2022 that will come after more than a year’s delay"
881,2023-10-16,"#MarketAtClose | Dalmia bharat moves 2% higher after better-than-expected Q2

Voda Idea & Bharti erase gains as SC rejects co’s plea w.r.t licence fee

GNFC is top midcap gainer, rises 6% with healthy volumes"
882,2023-10-16,"#MarketAtClose | Market ends flat after a range-bound session, nifty holds 19,700

Midcap out-performance keeps market breadth in favour of advances

Sensex falls 116 points to 66,167 & nifty 23 points to 19,728"
883,2023-10-17,"While BofA Securities offloaded as many as 30.1 lakh shares, Societe Generale sold another 13.6 lakh shares at an average price of Rs 128.48 per piece. Buyers were not immediately known"
884,2023-10-17,"Tyre maker #CEAT on Monday reported a 2,556% YoY jump in consolidated net profit. The results came after the close of the market hours"
885,2023-10-17,"CEAT Q2 | #2QWithCNBCTV18 

🛞 Net profit at Rs 208 cr vs Rs 8 cr (YoY)

🛞Revenue up 5.5% at Rs 3,053.3 cr vs Rs 2,894.5 cr (YoY)

🛞EBITDA at Rs 456.1 cr vs Rs 203.1 cr (YoY)

🛞Margin at 14.9% vs 7% (YoY)"
886,2023-10-17,"Tata Power Renewable Energy signs PDA (Power Delivery Agreement (PDA)) with Endurance Technologies

Co to set up 12.5 MW Captive Solar Plant

The plant is estimated to generate 27.5 MUs of power which will cut the CO2 emissions by over 9,125 tonnes/ kWh annually"
887,2023-10-17,"Bombay Dyeing says it received the consideration of about Rs 4,675 cr from Worli land sale

Proceeds realized shall be used for repaying loans of the company

Balance to be invested in approved securities for future developments"
888,2023-10-17,"Data Patterns signs strategic transfer of technology agreement with IN-SPACe

This agreement will provide data patterns with miniature SAR Radar Capability"
889,2023-10-17,"Lemon Tree Hotels signs a License Agreement for a 55 rooms property in Dehradun, Uttarakhand under the Company’s brand “Keys Prima by Lemon Tree Hotels”. 

The hotel is expected to be operational by FY27"
890,2023-10-17,"Maruti to issue 1.23 crore preference shares to Suzuki Motor Corp worth over Rs 12,000 crore"
891,2023-10-17,"Ajmera Realty bags residential re-development project in Versova, Mumbai, sales value at ₹360 cr"
892,2023-10-17,"Tata Metaliks reports #Q2 earnings

▶️ Net profit at Rs 44.2 cr vs Rs 14.3 cr (YoY)

▶️ Revenue down 14% at Rs 755 cr vs Rs 877 cr (YoY)

▶️ EBITDA at Rs 90.1 cr vs Rs 41 cr (YoY)

▶️ Margin at 11.9% vs 4.7% (YoY)"
893,2023-10-17,IndusInd falls sharply. Company will be reporting earnings tomorrow
894,2023-10-17,"Shilpa Medicare’s unit IV, Jadcherla, Telangana clears TGA, Australia GMP inspection. Successful closure of this inspection will allow the company to register and market its products in #Australia"
895,2023-10-17,"#PCBL reports #Q2 earnings

▶️ Net profit up 5.3% at Rs 122.6 cr vs Rs 116 cr (YoY)

▶️ Revenue down 8.7% at Rs 1,486.7 cr vs Rs 1,627.8 cr (YoY)

▶️ EBITDA up 26.2% at Rs 238.1 cr vs Rs 188.6 cr (YoY)

▶️ Margin at 16% vs 11.6% (YoY)"
896,2023-10-17,"Titan board approves fund raise of up to ₹2500 cr via NCDs & availing long-term unsecured loans up to ₹1,000 cr from banks"
897,2023-10-18,FibreConnect partners with Tejas Networks to deploy an end-to-end optical network in #Italy
898,2023-10-18,"NHPC says expected loss/ damage due to Sikkim flood at Rs 233.6 cr, and it’s covered under insurance"
899,2023-10-18,"Heritage Foods reports #Q2 earnings

▶️ Net profit up 18% at ₹22.4 cr vs ₹19 cr (YoY)

▶️ Revenue up 20% at ₹979 cr vs ₹816 cr (YoY)

▶️ EBITDA up 18% at ₹47 cr vs ₹40 cr (YoY)

▶️ Margin at 4.8% vs 4.9% (YoY)"
900,2023-10-18,Supreme Court dismisses Jindal Steel's plea to bid for Odisha Coal Mine
901,2023-10-18,Bajaj Auto board adopts the revised Dividend Distribution Policy
902,2023-10-20,"Zomato #BlockDeal | 9.3 cr shares (1.09% equity) worth Rs 1,040.5 cr change hands at Rs 111.20/sh"
903,2023-10-20,Cyient signs MoU with Centre Of Excellence In Maritime & Shipbuilding
904,2023-10-20,#TVSMotor enters into #Venezuela market with 14 products
905,2023-10-25,"#SriLanka approves free tourist #visas for Indians, visitors from six other countries"
906,2023-10-25,Cello World #IPO price band set at ₹617-648 per share
907,2023-10-25,ION Mobility and TVS Motor announce collaboration via project Dynamo in Indonesia
908,2023-10-25,Varun beverages falls the most in last 4 months
909,2023-10-25,"CarTrade says Sobek Auto (Sobek or OLX), a wholly owned subsidiary of the company, has made a strategic decision to shut down its C2B operations of auto transaction business"
910,2023-10-25,"TV18 Q2
⭕️Cons loss at Rs 28.9 cr vs profit of Rs 5.7 cr (YoY)
Cons revenue up 22% at Rs 1,794 cr Vs Rs 1,473.3 cr (YoY)
⭕️Cons EBITDA loss at Rs 198 cr Vs EBITDA of Rs 40.6 cr (YoY)

⭕️News revenue up 20% & entertainment rev up 22% YoY
⭕️Subscription revenue up 12% YoY
⭕️News segment reports EBITDA of Rs 10 cr Vs Rs 5 cr loss (YoY)"
911,2023-11-13,PSU Alert: #CoalIndia gets an upgrade from Jefferies with a potential to test ₹400 per share
912,2023-11-13,"Uttarkashi #TunnelCollapse : Rescue work on, all 40 workers safe, communication established"
913,2023-11-13,"#MarkMobius to step back from Mobius Capital Partners, plans to work on news projects in Dubai"
914,2023-11-13,Swan Energy sees a change of hands for 1.2% equity
915,2023-11-13,"Lemon Tree Hotels to CNBC-TV18
⭕️Adjusted margin for Q2 at 47.5%, Q3 occupancy will be closer to 75%
⭕️Will re-price once occupancy level touches 75%
⭕️Debt has peaked for co, will see QoQ debt reduction from Q4"
916,2023-11-13,"Page Ind under pressure

Morgan Stanley though is positive on the stock, expects share price to rise over next 60 days. It says management is confident that it has not lost any retail shelf space and distributor-level inventory levels have reduced, which should support future growth"
917,2023-11-13,UK PM Rishi Sunak sacks Suella Braverman as Home Secretary
918,2023-11-13,"#MarketAtClose | Page Ind erases all the gains seen after its earnings, falls over 3%

REC & PFC extends Samvat 2079 gains, rises in the range of 1-3%

Glenmark Pharma’s below-than-expected Q2 drags the stock, down 5%

Market breadth favours declines, advance-decline ratio at 2:3"
919,2023-11-13,"#MarketAtClose | Sun TV Rises 3% & Hind Copper 7% after healthy set of earnings

AU Small Fin Bank moves 3% higher on positive brokerage note

Trent continues to move higher after a strong Q2, is at record high"
920,2023-11-13,"#MarketAtClose | Market closes in the red following a range-bound session

Sensex slips 326 points to 64,934 & Nifty 82 points to 19,444

Nifty Bank Slips 105 Pts To 43,891 While Midcap Index Rises 27 Pts To 41,010

Coal India rises to 8-year high after a strong Q2"
921,2023-11-13,"PVR Inox to open 6 screen multiplex Maison INOX at #Jio World Centre, Mumbai and 4  screen multiplex at Utkal Kanika Galleria Mall, Bhubaneswar, Odisha"
922,2023-11-13,"Asian Paints: The original installed production capacity of Khandala plant increased to 4,00,000 KL/annum

An investment of Rs. 385 cr funded through internal accruals"
923,2023-11-20,"#JubilantFood | Ashish Goenka resigns as CFO & KMP of the company w.e.f. December 15, 2023, to take up an external opportunity"
924,2023-11-20,"L&T | L&T Energy Hydrocarbon bags #order in the range of ₹10,000-15,000 crore in #MiddleEast"
925,2023-11-20,"From Bloomberg | @OpenAI board hires Emmett Shear (@eshear) as CEO, defying calls from investors to reinstate the ousted #SamAltman, sources say 

Shear had stepped down as CEO of Amazon's game-streaming site @Twitch earlier this year

#SamAltmanExit #OpenAI #ChatGPT"
926,2023-11-20,Blue Dart & India Post partner for enhanced services
927,2023-11-20,#Microsoft bags ChatGPT founders SamAltman and Greg Brockman! @satyanadella tweets says #OpenAi duo to join @Microsoft and drive AI research team
928,2023-11-20,"#SamAltman will join @Microsoft's internal AI unit, says CEO Satya Nadella

@PihuYadav05 #SatyaNadella #Microsoft #OpenAI"
929,2023-11-20,"Religare Ent: Rashmi Saluja categorically denies that Burman family informed her of open offer proposal

Liquidating of Rashmi Saluja’s ESOPs was done along with 12 other employees of REL

Shr sale proceeds of rashmi saluja were utilised to invest in ESOPs of Religare Group entity"
930,2023-11-20,"#MarketAtClose | L&T Tech Rises nearly 2% as co partners Nvidia for medical devices

Market breadth favours advances, advance-decline ratio at 1:1"
931,2023-11-20,"#MarketAtClose | Nifty Pharma extends gains, hits record high, Divi’s Lab top Nifty gainer

Talbros auto hits record high, up 20% on order win

Cipla ends in the red after US FDA issues warning letter for Indore unit"
932,2023-11-20,"#MarketAtClose | Market ends flat in a rangebound session, broader mkt outperforms

Midcap index hits new record high intra-day, crosses 42,000 mark

Sensex falls 140 points to 65,655 & nifty points 38 To 19,694"
933,2023-11-20,ABB India forms strategic partnership with Titagarh Rail for Metro Projects in India
934,2023-11-22,"#Israel's government voted to back a deal for #Hamas militants to free 50 women and children held as hostages in Gaza in exchange for a four-day pause in fighting, the office of Israeli Prime Minister Benjamin Netanyahu said"
935,2023-11-22,Israel approves hostage deal and pause in war with Hamas
936,2023-11-22,Halt #misleading #ads or face up to ₹1-crore fines: Supreme Court to Baba Ramdev’s #Patanjali
937,2023-11-22,Polycab up nearly 2% after GS initiates buy call on the company
938,2023-11-22,Supreme Court directs #NCLT to decide on approval of successful resolution plan of #ACIL within 3 weeks
939,2023-11-22,"Sam Altman (@sama) is set to return as @OpenAI  CEO, after five days of being ousted in what was seen as the most dramatic coup in the world of #AI"
940,2023-11-25,"Ireda ipo allotment out,check now 👇
https://linkintime.co.in/ipo/public-issues.html"
941,2023-11-28,#AdaniGroup stocks zoom up to 15% after SC reserves judgment in Adani- #Hindenburg case
942,2023-11-28,"Indian #auto retailers sell over 90,300 vehicles each day in the #festive season — #SUVs most in demand"
943,2023-11-28,BSE Ltd up more than 5% as Jefferies initiates buy call
944,2023-11-28,"#JustIN | Promoter sells 1.46 cr (2.91% stake) in co worth ₹301 cr, a substantial portion of proceeds from the sale has been infused back by the promoters into co to retire its entire debt, DB Realty says"
945,2023-11-28,"Manual drilling is currently underway at the Silkyara tunnel in Uttarkashi, Uttarakhand, as operations to rescue 41 trapped workers entered their 17th day, tunnelling expert says 'looks positive"
946,2023-11-28,Netweb Technologies announces manufacturing partnership for the NVIDIA Grace CPU Superchip and GH200 Grace Hopper Superchip MGX server designs. Netweb will build and produce more than ten server variations under its Tyrone range of AI systems meant for a wide range of AI and high-performance computing/supercomputing applications.
947,2023-11-28,#iPhone maker #Foxconn plans to #invest $1.6 billion in India expansion bid
948,2023-11-28,"Talks on with #AdaniGroup on #Tajpur Port project, says Bengal minister

State Minister, Sashi Panja said the project is very much on track amid speculations of Adani Group backing out of the Tajpur Port project post WB CM comments"
949,2023-11-28,.@bharatpeindia turns #profitable 5 years after inception
950,2023-11-28,"#AshneerGrover issues an unconditional apology to Delhi HC, HC slaps costs of ₹2 lakh on Ashneer Grover

Delhi HC reprimands @Ashneer_Grover for use of ""unparliamentarily"" language against BharatPe, notes that it is ""appalled"" at the conduct of Ashneer, says it is a violation of HC orders"
951,2023-11-28,"India's oil refiners #HPCL, #BPCL, Indian Oil hit a 52-week high after #HSBC projects better earnings"
952,2023-11-28,"Tata Power Renewable Energy gets letter of award for development for 200 MW Firm & Dispatchable Renewable Energy Project with SJVN

The installation is expected to offset 9 lakh metric tonnes of CO2 emissions annually"
953,2023-11-28,"Siemens board recommends a dividend of Rs 10/sh

Daniel Spindler resigns As CFO of the co w.e.f. Feb 29, 2024 to pursue career opportunities in Siemens AG

Board appoints Wolfgang Wrumnig As ED & CFO of the co for 5 yrs w.e.f. March 1, 2024"
954,2023-11-28,"Siemens Q4

Net profit up 49.8% at Rs 571.6 cr vs Rs 381.7 cr (YoY)

Revenue up 24.7% at Rs 5,807.7 cr vs Rs 4,657.1 cr (YoY)

EBITDA up 35.7% at Rs 700.2 cr vs Rs 515.9 cr (YoY)

Margin at 12.1% vs 11.1% (YoY"
955,2023-11-29,"Manappuram Fin up 4%, India Gold prices at an all-time high above Rs 62,800/10 gms"
956,2023-11-29,"Bharti Airtel hits record high, share price crosses Rs 1,000 for the time"
957,2023-11-29,New Listing | IREDA lists at a premium of 56% at ₹50 /sh vs issue price of ₹32/sh
958,2023-11-29,"#CharlieMunger dies at 99

#BerkshireHathaway #WarrenBuffett"
959,2023-11-29,"A fire occurred at the Surat mfg site today early morning, 25 people have been injured, and no causalities have been reported: Aether Ind says"
960,2023-11-29,CNBC-TV18 newsbreak confirmed @LICIndiaForever  launches new insurance plan ‘Jeevan Utsav
961,2023-11-29,BSE listed cos total market capitalization hits $4 trillion for the 1st time ever
962,2023-11-29,"Income Tax demand amount reduced to ₹69.7 lk from ₹401 cr, Munjal Auto"
963,2023-11-29,BPCL board approves interim dividend of ₹21/sh for FY24
964,2023-11-29,"I-T dept conducts survey at Hinduja Group co Hinduja Global Solutions, Mumbai office. Ashok Hinduja covered under the I-T dept survey"
965,2023-11-29,"Tata Motors hits record high, share price crosses Rs 700 for the first time ever"
966,2023-11-29,Capacite Infraprojects bags repeat order worth ₹101 crore for Aranya Phase-II Project from Tridhaatu
967,2023-11-29,"Gandhar ipo allotment out, check now 👇
https://linkintime.co.in/ipo/public-issues.html"
968,2023-11-29,Infosys bags order from Philippines-based Bank of Commerce for core #banking transformation
969,2023-11-29,"Nifty above 20,100 in the intra-day trade, for the first time since September 18"
970,2023-11-29,"#MarketAtClose | Nifty midcap rally continues, hits record high, ends higher for 19th straight session

Sensex rises 728 points to 66,902 & nifty 207 points to 20,097

Nifty bank 685 gains pts to 44,566 & midcap index 341 points to 42,619"
971,2023-11-29,"MarketAtClose | Newly listed IREDA ends >87% higher, second most successful listing in 2023

BPCL up more than 1% after board approves interim dividend of Rs 21/sh

BSE cos market cap crosses $4 trillion for the first time ever"
972,2023-11-30,#Raymond shares post their biggest losing streak on record after 12th day of declines
973,2023-11-30,Fedbank Fin lists at a discount of 2% at ₹138/sh vs issue price of ₹140/sh
974,2023-11-30,GandharOil lists at a premium of 76.3% at ₹298/sh vs issue price of ₹169/sh
975,2023-11-30,"NewListing | #TataTech lists at a premium of 140% at ₹1,200/sh vs issue price of ₹500/sh

Tata Tech becomes the best listing since November 2021

#TataTechnologies"
976,2023-11-30,Rare Enterprises has no interest or connection whatsoever with dealings in HIM Teknoforge. The entity ‘Rare Enterprise’ has no connection with Rare Enterprises or any other Group Firm of the Jhunjhunwala family: Rate Ent says
977,2023-12-01,#OPEC+ production cuts fail to convince oil traders due to lack of detail
978,2023-12-01,"Kesoram Industries withdraws scheme of demerger of arm Cygnet Industries, approves scheme of arrangement with UltraTech Cement of the demerged company. Demerger of cement biz to unlock value"
979,2023-12-01,"JustIn | Peninsula Land & Delta Corp plan joint venture for real estate, to invest ₹250 Cr in the joint venture"
980,2023-12-04,"#JustIn | Kalpataru Projects & its international subsidiaries have secured new orders worth ₹ 2,263 cr"
981,2023-12-04,"Gold prices soared to unprecedented highs, breaching the $2,100 per ounce mark globally on Monday. At 0353 GMT, spot gold registered a 0.7% increase, reaching $2,085.76 per ounce"
982,2023-12-04,Som Dstilleries gets approval from Karnataka Excise Department to supply its premium beer brands to Tamil Nadu
983,2023-12-04,Som Distilleries gets Karnataka excise department nod for supply of its premium beer brands to Tamil Nadu
984,2023-12-04,Thomas Cook shares rally 4% as promoter Fairbridge Capital completes OFS valued at ₹558 cr
985,2023-12-04,Bajaj Group becomes fifth conglomerate to breach ₹10 lakh crore in Mcap
986,2023-12-04,TVS Holdings submits application with RBI for registration of company as Core Investment Company
987,2023-12-04,HCLTech |  Arm to sell 49% stake in JV to State Street for $170 m + net book. The transaction is expected to be completed in the second calendar quarter of 2024
988,2023-12-04,"JSW Infrastructure’s arm JSW Dharamtar Port to acquire 50% plus 1 shares of PNP Maritime for Rs 270 crore from SP Port Maintenance, a Shapoorji Pallonji Group Company"
989,2023-12-04,"Startup Digest: IAN Alpha Fund marks first close at ₹355 crore, Spotify to cut 1,500 jobs and more"
990,2023-12-04,Bharti Airtel becomes the 8th company to surpass ₹6 lakh crore Mcap
991,2023-12-08,"Titagarh Rail launches QIP to raise up to ₹700 cr, floor price at ₹976/sh, sources say, indicative issue price is at Rs 933/sh"
992,2023-12-08,"SpiceJet gets relief from dubai court after lessor repossessed aircraft at Al Maktoum International airport

Dubai court has further ordered to pay towards the legal costs incurred by spicejet. No order from dubai court restricting aircraft ops"
993,2023-12-19,"Doms allotment out, check now 👇
https://linkintime.co.in/IPO/public-issues.html"
994,2023-12-19,"India shelter allotment out, check now 👇
https://ris.kfintech.com/ipostatus/"
995,2023-12-19,"Nestle sets January 5, 2024 as record date for stock split"
996,2023-12-19,"India Glycols gains 13% on bagging ₹1,164 crore ethanol supply tenders"
997,2023-12-19,#LIC sells 0.8% stake in #TataMotors in #Q3FY24
998,2023-12-19,"Man Infra gets commencement certificate for its residential project in Ghatkopar East, Mumbai"
999,2023-12-19,Transformers & Rectifiers bags orders worth ₹237 cr for transformers from Power Grid
1000,2023-12-19,United Drilling Tools bags order worth ₹96 cr from #ONGC
1001,2023-12-19,Sanghvi Movers bags work orders worth ₹166 cr
1002,2023-12-19,"#MarketAtClose | #Sensex & #Nifty slip from intra-day record highs to close with minor gains

#Nifty hits intra-day record high of 21,505 & Sensex 71,624

#Sensex rises 122 points to 71,437 & Nifty 34 points to 21,453

#NiftyBank gains 3 pts to 47,871 while #Midcap index slips 173 pts to 45,512"
1003,2023-12-19,"#MarketAtClose | #IndusIndBank & #SBI help #NiftyBank end the session with minor gains

Consumer Basket sees buying with most names closing with healthy gains

#Nestle, #TataCons, Voltas, #Colgate amongst top gainers from consumer space

Power-related names continue to gain, #CoalIndia & #NTPC hit multi-year highs"
1004,2023-12-19,Varun Beverages signs MoU with Jharkhand govt for manufacturing plant in Patratu with a Rs 450 cr outlay
1005,2023-12-19,"RVNL lowest bidder for Varkala Sivagiri Railway Station in Kerala

Project cost for for Varkala Sivagiri Railway Station is Rs 124 cr"
1006,2023-12-20,"#ShriramPistons #LargeTrade | 39 lk shares worth ₹430 cr change hands in block deal window at ₹1,103.60/sh"
1007,2023-12-20,"After RBI's new AIF guidelines, #PiramalEnterprises falls more than 4.%"
1008,2023-12-20,"Embassy REIT Block Deal | Over 23% equity worth ₹7,148 crore changes hands"
1009,2023-12-20,"Varun Beverages trading at a record high, stock up more than 10% on South Africa Buyout"
